feedback_id,employee_id,department,feedback_date,feedback_text,rating,sentiment
FB17336,EMP17336,Marketing,2024-10-06,The new training program was very helpful.,4,Positive
FB17337,EMP17337,Customer Support,2025-09-01,Communication from leadership is very poor.,2,Negative
FB17338,EMP17338,HR,2024-06-08,I don't feel valued for the work I do.,1,Negative
FB17339,EMP17339,IT,2025-01-15,The new training program was very helpful.,4,Positive
FB17340,EMP17340,IT,2025-08-01,The tools we use are outdated and slow.,1,Negative
FB17341,EMP17341,IT,2025-05-31,Great work-life balance and excellent benefits.,4,Positive
FB17342,EMP17342,IT,2025-04-25,"The benefits are fine, but could be better.",3,Neutral
FB17343,EMP17343,Marketing,2025-03-03,Great work-life balance and excellent benefits.,5,Positive
FB17344,EMP17344,Marketing,2024-09-28,The management is very supportive and I feel valued.,4,Positive
FB17345,EMP17345,Operations,2024-01-21,I love the culture and the projects I am working on.,4,Positive
FB17346,EMP17346,Operations,2024-02-14,"The work is okay, typical corporate environment.",3,Neutral
FB17347,EMP17347,Sales,2025-12-19,"The work is okay, typical corporate environment.",3,Neutral
FB17348,EMP17348,Marketing,2025-02-08,Great work-life balance and excellent benefits.,4,Positive
FB17349,EMP17349,Finance,2025-08-09,Amazing opportunities for growth and learning.,4,Positive
FB17350,EMP17350,IT,2025-03-11,"I really enjoy working here, the team is great.",5,Positive
FB17351,EMP17351,HR,2024-09-19,I don't feel valued for the work I do.,2,Negative
FB17352,EMP17352,Operations,2025-03-22,The new training program was very helpful.,5,Positive
FB17353,EMP17353,Sales,2025-09-20,I don't feel valued for the work I do.,2,Negative
FB17354,EMP17354,HR,2024-01-26,The compensation is below market average.,2,Negative
FB17355,EMP17355,IT,2024-04-26,I love the culture and the projects I am working on.,4,Positive
FB17356,EMP17356,Customer Support,2025-02-22,"The benefits are fine, but could be better.",3,Neutral
FB17357,EMP17357,Operations,2024-10-28,I love the culture and the projects I am working on.,4,Positive
FB17358,EMP17358,Sales,2024-10-09,I love the culture and the projects I am working on.,4,Positive
FB17359,EMP17359,Sales,2025-11-12,"It's a standard job, nothing special to report.",3,Neutral
FB17360,EMP17360,Operations,2024-05-20,I love the culture and the projects I am working on.,5,Positive
FB17361,EMP17361,Marketing,2024-08-28,I feel very appreciated by my manager.,5,Positive
FB17362,EMP17362,Marketing,2025-04-08,The compensation is below market average.,2,Negative
FB17363,EMP17363,HR,2024-01-10,The workload is too heavy and I feel burned out.,2,Negative
FB17364,EMP17364,Sales,2024-03-22,The tools we use are outdated and slow.,2,Negative
FB17365,EMP17365,Sales,2025-10-25,I love the culture and the projects I am working on.,4,Positive
FB17366,EMP17366,Marketing,2024-10-24,Collaborative environment and friendly colleagues.,5,Positive
FB17367,EMP17367,Customer Support,2024-03-12,"Management is alright, some good days and bad days.",3,Neutral
FB17368,EMP17368,Finance,2024-12-11,The new training program was very helpful.,5,Positive
FB17369,EMP17369,Operations,2025-01-09,"The benefits are fine, but could be better.",3,Neutral
FB17370,EMP17370,Marketing,2024-03-08,I don't feel valued for the work I do.,1,Negative
FB17371,EMP17371,Sales,2024-02-15,I love the culture and the projects I am working on.,5,Positive
FB17372,EMP17372,Finance,2024-12-22,The workload is too heavy and I feel burned out.,1,Negative
FB17373,EMP17373,Sales,2024-04-23,Lack of career progression and training.,2,Negative
FB17374,EMP17374,Operations,2025-03-27,The tools we use are outdated and slow.,2,Negative
FB17375,EMP17375,Finance,2025-05-14,The office environment is adequate.,3,Neutral
FB17376,EMP17376,Operations,2024-12-02,"The work is okay, typical corporate environment.",3,Neutral
FB17377,EMP17377,Customer Support,2025-04-26,"The work is okay, typical corporate environment.",3,Neutral
FB17378,EMP17378,Finance,2025-06-11,"Steady work, but not very exciting.",3,Neutral
FB17379,EMP17379,Sales,2025-01-21,I feel very appreciated by my manager.,4,Positive
FB17380,EMP17380,Engineering,2024-03-26,Amazing opportunities for growth and learning.,5,Positive
FB17381,EMP17381,IT,2025-10-26,The compensation is below market average.,1,Negative
FB17382,EMP17382,HR,2024-06-05,I feel very appreciated by my manager.,4,Positive
FB17383,EMP17383,Marketing,2024-08-31,The tools we use are outdated and slow.,2,Negative
FB17384,EMP17384,Operations,2025-01-16,The tools we use are outdated and slow.,2,Negative
FB17385,EMP17385,HR,2025-10-21,Average workplace experience overall.,3,Neutral
FB17386,EMP17386,Finance,2025-12-01,Great work-life balance and excellent benefits.,5,Positive
FB17387,EMP17387,Sales,2025-05-27,Lack of career progression and training.,2,Negative
FB17388,EMP17388,Customer Support,2025-04-08,I feel very appreciated by my manager.,4,Positive
FB17389,EMP17389,Sales,2025-01-22,Management doesn't listen to our concerns.,1,Negative
FB17390,EMP17390,Operations,2025-01-26,"Management is alright, some good days and bad days.",3,Neutral
FB17391,EMP17391,Sales,2024-06-11,"The benefits are fine, but could be better.",3,Neutral
FB17392,EMP17392,Finance,2025-02-07,The workload is too heavy and I feel burned out.,1,Negative
FB17393,EMP17393,Engineering,2025-09-19,Collaborative environment and friendly colleagues.,5,Positive
FB17394,EMP17394,Customer Support,2024-02-21,The compensation is below market average.,1,Negative
FB17395,EMP17395,IT,2025-08-21,Management doesn't listen to our concerns.,1,Negative
FB17396,EMP17396,IT,2024-03-28,"The benefits are fine, but could be better.",3,Neutral
FB17397,EMP17397,HR,2024-03-26,"The benefits are fine, but could be better.",3,Neutral
FB17398,EMP17398,HR,2025-09-20,The workload is too heavy and I feel burned out.,1,Negative
FB17399,EMP17399,Marketing,2025-03-17,Management doesn't listen to our concerns.,2,Negative
FB17400,EMP17400,IT,2024-09-03,The management is very supportive and I feel valued.,4,Positive
FB17401,EMP17401,IT,2024-06-17,The office environment is adequate.,3,Neutral
FB17402,EMP17402,Customer Support,2024-08-26,"It's a standard job, nothing special to report.",3,Neutral
FB17403,EMP17403,Customer Support,2025-02-01,I love the culture and the projects I am working on.,5,Positive
FB17404,EMP17404,Sales,2024-06-11,Amazing opportunities for growth and learning.,4,Positive
FB17405,EMP17405,HR,2025-01-17,The office environment is adequate.,3,Neutral
FB17406,EMP17406,Customer Support,2024-07-11,Lack of career progression and training.,1,Negative
FB17407,EMP17407,Sales,2025-03-25,I feel very appreciated by my manager.,5,Positive
FB17408,EMP17408,IT,2025-06-20,"The benefits are fine, but could be better.",3,Neutral
FB17409,EMP17409,Finance,2025-03-20,The compensation is below market average.,2,Negative
FB17410,EMP17410,Sales,2024-08-05,"I really enjoy working here, the team is great.",4,Positive
FB17411,EMP17411,IT,2024-02-07,I don't feel valued for the work I do.,2,Negative
FB17412,EMP17412,Sales,2025-04-08,I don't feel valued for the work I do.,2,Negative
FB17413,EMP17413,Engineering,2024-03-03,The management is very supportive and I feel valued.,4,Positive
FB17414,EMP17414,Sales,2024-05-02,"I really enjoy working here, the team is great.",4,Positive
FB17415,EMP17415,Marketing,2025-10-06,"The benefits are fine, but could be better.",3,Neutral
FB17416,EMP17416,Customer Support,2025-10-02,"Poor work-life balance, too much overtime required.",2,Negative
FB17417,EMP17417,Operations,2024-08-03,"I really enjoy working here, the team is great.",5,Positive
FB17418,EMP17418,Sales,2025-11-16,The compensation is below market average.,2,Negative
FB17419,EMP17419,Finance,2024-05-06,I don't feel valued for the work I do.,2,Negative
FB17420,EMP17420,Operations,2025-11-21,I love the culture and the projects I am working on.,4,Positive
FB17421,EMP17421,Engineering,2025-02-05,The tools we use are outdated and slow.,2,Negative
FB17422,EMP17422,Operations,2025-07-24,Amazing opportunities for growth and learning.,5,Positive
FB17423,EMP17423,Sales,2025-07-20,I feel very appreciated by my manager.,5,Positive
FB17424,EMP17424,Operations,2025-09-13,I love the culture and the projects I am working on.,4,Positive
FB17425,EMP17425,Engineering,2025-04-01,The workload is too heavy and I feel burned out.,1,Negative
FB17426,EMP17426,Customer Support,2025-06-23,Great work-life balance and excellent benefits.,4,Positive
FB17427,EMP17427,Customer Support,2024-02-21,The compensation is below market average.,2,Negative
FB17428,EMP17428,HR,2024-09-07,Amazing opportunities for growth and learning.,4,Positive
FB17429,EMP17429,Finance,2024-09-11,I don't feel valued for the work I do.,2,Negative
FB17430,EMP17430,Operations,2025-11-09,Collaborative environment and friendly colleagues.,4,Positive
FB17431,EMP17431,Customer Support,2024-05-17,"I really enjoy working here, the team is great.",5,Positive
FB17432,EMP17432,Finance,2024-08-24,The new training program was very helpful.,4,Positive
FB17433,EMP17433,Operations,2024-04-11,"It's a standard job, nothing special to report.",3,Neutral
FB17434,EMP17434,Sales,2025-03-10,The tools we use are outdated and slow.,2,Negative
FB17435,EMP17435,Engineering,2024-11-09,The new training program was very helpful.,5,Positive
FB17436,EMP17436,Customer Support,2025-08-08,"Poor work-life balance, too much overtime required.",1,Negative
FB17437,EMP17437,IT,2024-12-10,Amazing opportunities for growth and learning.,4,Positive
FB17438,EMP17438,IT,2025-06-30,The management is very supportive and I feel valued.,4,Positive
FB17439,EMP17439,Engineering,2025-02-15,Management doesn't listen to our concerns.,1,Negative
FB17440,EMP17440,Customer Support,2024-09-18,The office environment is adequate.,3,Neutral
FB17441,EMP17441,Marketing,2025-08-10,Communication from leadership is very poor.,1,Negative
FB17442,EMP17442,Operations,2024-03-20,Great work-life balance and excellent benefits.,4,Positive
FB17443,EMP17443,Marketing,2025-05-20,"The work is okay, typical corporate environment.",3,Neutral
FB17444,EMP17444,Customer Support,2024-02-07,I don't feel valued for the work I do.,1,Negative
FB17445,EMP17445,HR,2024-11-25,Lack of career progression and training.,1,Negative
FB17446,EMP17446,IT,2025-07-16,"Poor work-life balance, too much overtime required.",2,Negative
FB17447,EMP17447,Sales,2024-01-16,Average workplace experience overall.,3,Neutral
FB17448,EMP17448,HR,2024-08-08,The workload is too heavy and I feel burned out.,2,Negative
FB17449,EMP17449,Finance,2024-02-26,Collaborative environment and friendly colleagues.,4,Positive
FB17450,EMP17450,IT,2025-05-09,I don't feel valued for the work I do.,2,Negative
FB17451,EMP17451,HR,2024-04-06,"The benefits are fine, but could be better.",3,Neutral
FB17452,EMP17452,Sales,2024-10-24,Amazing opportunities for growth and learning.,5,Positive
FB17453,EMP17453,Marketing,2025-03-04,The office environment is adequate.,3,Neutral
FB17454,EMP17454,Customer Support,2024-02-11,Lack of career progression and training.,2,Negative
FB17455,EMP17455,Sales,2024-04-25,The new training program was very helpful.,5,Positive
FB17456,EMP17456,IT,2024-02-07,"It's a standard job, nothing special to report.",3,Neutral
FB17457,EMP17457,Marketing,2025-09-26,"It's a standard job, nothing special to report.",3,Neutral
FB17458,EMP17458,Finance,2025-09-20,The compensation is below market average.,1,Negative
FB17459,EMP17459,IT,2024-12-21,Communication from leadership is very poor.,2,Negative
FB17460,EMP17460,Sales,2025-06-10,Collaborative environment and friendly colleagues.,4,Positive
FB17461,EMP17461,Customer Support,2025-04-29,"It's a standard job, nothing special to report.",3,Neutral
FB17462,EMP17462,Operations,2024-06-20,"I really enjoy working here, the team is great.",4,Positive
FB17463,EMP17463,Customer Support,2024-09-30,Amazing opportunities for growth and learning.,4,Positive
FB17464,EMP17464,Engineering,2024-10-30,"Steady work, but not very exciting.",3,Neutral
FB17465,EMP17465,Sales,2024-03-05,Lack of career progression and training.,2,Negative
FB17466,EMP17466,Marketing,2024-03-30,"Steady work, but not very exciting.",3,Neutral
FB17467,EMP17467,IT,2025-10-05,"Just doing my daily tasks, things are normal.",3,Neutral
FB17468,EMP17468,Engineering,2024-03-22,Lack of career progression and training.,2,Negative
FB17469,EMP17469,Operations,2024-09-05,Amazing opportunities for growth and learning.,5,Positive
FB17470,EMP17470,Customer Support,2025-08-09,"Just doing my daily tasks, things are normal.",3,Neutral
FB17471,EMP17471,HR,2025-05-09,"It's a standard job, nothing special to report.",3,Neutral
FB17472,EMP17472,Sales,2024-08-25,"I really enjoy working here, the team is great.",4,Positive
FB17473,EMP17473,Customer Support,2024-01-12,I love the culture and the projects I am working on.,5,Positive
FB17474,EMP17474,Engineering,2024-08-04,The new training program was very helpful.,5,Positive
FB17475,EMP17475,HR,2024-03-20,Great work-life balance and excellent benefits.,5,Positive
FB17476,EMP17476,Customer Support,2024-03-04,I love the culture and the projects I am working on.,4,Positive
FB17477,EMP17477,Operations,2025-01-13,I don't feel valued for the work I do.,2,Negative
FB17478,EMP17478,IT,2024-04-09,"I really enjoy working here, the team is great.",4,Positive
FB17479,EMP17479,IT,2025-08-13,Average workplace experience overall.,3,Neutral
FB17480,EMP17480,HR,2025-01-29,"It's a standard job, nothing special to report.",3,Neutral
FB17481,EMP17481,HR,2025-06-30,"The benefits are fine, but could be better.",3,Neutral
FB17482,EMP17482,IT,2024-03-26,"Steady work, but not very exciting.",3,Neutral
FB17483,EMP17483,Marketing,2024-11-14,"Management is alright, some good days and bad days.",3,Neutral
FB17484,EMP17484,Engineering,2025-03-15,"Poor work-life balance, too much overtime required.",1,Negative
FB17485,EMP17485,Engineering,2025-08-20,The workload is too heavy and I feel burned out.,1,Negative
FB17486,EMP17486,Operations,2025-12-10,"Just doing my daily tasks, things are normal.",3,Neutral
FB17487,EMP17487,Marketing,2024-04-26,I don't feel valued for the work I do.,1,Negative
FB17488,EMP17488,HR,2024-01-10,"I really enjoy working here, the team is great.",5,Positive
FB17489,EMP17489,HR,2025-03-31,"Just doing my daily tasks, things are normal.",3,Neutral
FB17490,EMP17490,Marketing,2025-01-27,I feel very appreciated by my manager.,5,Positive
FB17491,EMP17491,Customer Support,2024-09-26,Lack of career progression and training.,2,Negative
FB17492,EMP17492,Engineering,2024-08-30,"I really enjoy working here, the team is great.",5,Positive
FB17493,EMP17493,Marketing,2024-05-31,The new training program was very helpful.,4,Positive
FB17494,EMP17494,Engineering,2025-02-15,The management is very supportive and I feel valued.,5,Positive
FB17495,EMP17495,Sales,2024-07-30,"Management is alright, some good days and bad days.",3,Neutral
FB17496,EMP17496,Marketing,2024-04-17,I love the culture and the projects I am working on.,4,Positive
FB17497,EMP17497,Operations,2024-10-17,The new training program was very helpful.,5,Positive
FB17498,EMP17498,Operations,2024-07-09,"Poor work-life balance, too much overtime required.",1,Negative
FB17499,EMP17499,Finance,2024-09-24,Communication from leadership is very poor.,1,Negative
FB17500,EMP17500,Operations,2024-08-13,Great work-life balance and excellent benefits.,4,Positive
FB17501,EMP17501,Finance,2025-07-05,The management is very supportive and I feel valued.,4,Positive
FB17502,EMP17502,Operations,2024-05-26,Collaborative environment and friendly colleagues.,4,Positive
FB17503,EMP17503,Customer Support,2025-10-10,The workload is too heavy and I feel burned out.,1,Negative
FB17504,EMP17504,Engineering,2024-06-01,The workload is too heavy and I feel burned out.,1,Negative
FB17505,EMP17505,HR,2024-09-20,"Poor work-life balance, too much overtime required.",1,Negative
FB17506,EMP17506,Customer Support,2024-10-09,"The work is okay, typical corporate environment.",3,Neutral
FB17507,EMP17507,Marketing,2024-07-10,Communication from leadership is very poor.,1,Negative
FB17508,EMP17508,Marketing,2025-08-10,Great work-life balance and excellent benefits.,4,Positive
FB17509,EMP17509,Finance,2024-12-09,"I really enjoy working here, the team is great.",4,Positive
FB17510,EMP17510,IT,2024-04-17,The office environment is adequate.,3,Neutral
FB17511,EMP17511,IT,2025-01-18,I feel very appreciated by my manager.,4,Positive
FB17512,EMP17512,Sales,2024-09-03,The workload is too heavy and I feel burned out.,2,Negative
FB17513,EMP17513,IT,2025-07-13,I feel very appreciated by my manager.,5,Positive
FB17514,EMP17514,IT,2024-10-31,"It's a standard job, nothing special to report.",3,Neutral
FB17515,EMP17515,Engineering,2024-04-07,I don't feel valued for the work I do.,1,Negative
FB17516,EMP17516,Sales,2024-02-12,"The work is okay, typical corporate environment.",3,Neutral
FB17517,EMP17517,Engineering,2024-06-29,The management is very supportive and I feel valued.,5,Positive
FB17518,EMP17518,Customer Support,2024-11-15,Collaborative environment and friendly colleagues.,4,Positive
FB17519,EMP17519,Marketing,2024-01-31,"Management is alright, some good days and bad days.",3,Neutral
FB17520,EMP17520,Marketing,2025-09-07,Average workplace experience overall.,3,Neutral
FB17521,EMP17521,Engineering,2025-05-07,The new training program was very helpful.,4,Positive
FB17522,EMP17522,Sales,2024-11-16,The management is very supportive and I feel valued.,5,Positive
FB17523,EMP17523,HR,2024-07-07,I love the culture and the projects I am working on.,4,Positive
FB17524,EMP17524,Customer Support,2025-02-08,The tools we use are outdated and slow.,2,Negative
FB17525,EMP17525,Sales,2024-01-27,The office environment is adequate.,3,Neutral
FB17526,EMP17526,Finance,2025-12-07,"I really enjoy working here, the team is great.",5,Positive
FB17527,EMP17527,Sales,2025-02-10,The new training program was very helpful.,5,Positive
FB17528,EMP17528,HR,2025-02-24,I feel very appreciated by my manager.,4,Positive
FB17529,EMP17529,Finance,2025-01-12,"The benefits are fine, but could be better.",3,Neutral
FB17530,EMP17530,HR,2025-12-08,Collaborative environment and friendly colleagues.,4,Positive
FB17531,EMP17531,Marketing,2024-10-02,The management is very supportive and I feel valued.,5,Positive
FB17532,EMP17532,HR,2024-08-09,"I really enjoy working here, the team is great.",4,Positive
FB17533,EMP17533,Engineering,2024-05-06,Communication from leadership is very poor.,1,Negative
FB17534,EMP17534,HR,2024-04-11,"Poor work-life balance, too much overtime required.",2,Negative
FB17535,EMP17535,Marketing,2024-08-16,The office environment is adequate.,3,Neutral
FB17536,EMP17536,Operations,2025-10-16,"The work is okay, typical corporate environment.",3,Neutral
FB17537,EMP17537,Customer Support,2025-12-23,The tools we use are outdated and slow.,1,Negative
FB17538,EMP17538,IT,2024-01-03,"The benefits are fine, but could be better.",3,Neutral
FB17539,EMP17539,Customer Support,2025-09-29,Average workplace experience overall.,3,Neutral
FB17540,EMP17540,Engineering,2025-02-23,The workload is too heavy and I feel burned out.,2,Negative
FB17541,EMP17541,HR,2024-09-01,"The benefits are fine, but could be better.",3,Neutral
FB17542,EMP17542,IT,2025-03-27,Amazing opportunities for growth and learning.,4,Positive
FB17543,EMP17543,Engineering,2025-05-06,I feel very appreciated by my manager.,5,Positive
FB17544,EMP17544,Customer Support,2024-10-28,Communication from leadership is very poor.,2,Negative
FB17545,EMP17545,Customer Support,2024-03-04,Lack of career progression and training.,2,Negative
FB17546,EMP17546,Marketing,2025-11-13,"Steady work, but not very exciting.",3,Neutral
FB17547,EMP17547,Operations,2025-10-03,The tools we use are outdated and slow.,2,Negative
FB17548,EMP17548,Marketing,2024-03-25,"Steady work, but not very exciting.",3,Neutral
FB17549,EMP17549,Operations,2025-09-14,Lack of career progression and training.,2,Negative
FB17550,EMP17550,HR,2024-09-27,"It's a standard job, nothing special to report.",3,Neutral
FB17551,EMP17551,Operations,2024-06-25,"Management is alright, some good days and bad days.",3,Neutral
FB17552,EMP17552,IT,2024-06-13,"Poor work-life balance, too much overtime required.",2,Negative
FB17553,EMP17553,Sales,2025-06-04,The workload is too heavy and I feel burned out.,1,Negative
FB17554,EMP17554,Customer Support,2025-01-01,"I really enjoy working here, the team is great.",4,Positive
FB17555,EMP17555,HR,2024-05-13,Management doesn't listen to our concerns.,1,Negative
FB17556,EMP17556,Engineering,2024-06-27,Collaborative environment and friendly colleagues.,5,Positive
FB17557,EMP17557,Sales,2024-02-07,The compensation is below market average.,2,Negative
FB17558,EMP17558,Engineering,2024-11-14,"Management is alright, some good days and bad days.",3,Neutral
FB17559,EMP17559,Engineering,2024-07-24,I don't feel valued for the work I do.,1,Negative
FB17560,EMP17560,Marketing,2024-08-27,"I really enjoy working here, the team is great.",5,Positive
FB17561,EMP17561,HR,2025-12-25,"Just doing my daily tasks, things are normal.",3,Neutral
FB17562,EMP17562,Sales,2024-01-09,"The benefits are fine, but could be better.",3,Neutral
FB17563,EMP17563,Sales,2025-10-14,"Just doing my daily tasks, things are normal.",3,Neutral
FB17564,EMP17564,Marketing,2024-01-06,"Poor work-life balance, too much overtime required.",1,Negative
FB17565,EMP17565,Finance,2025-02-01,The new training program was very helpful.,4,Positive
FB17566,EMP17566,Engineering,2024-06-26,I love the culture and the projects I am working on.,5,Positive
FB17567,EMP17567,Customer Support,2024-08-25,The tools we use are outdated and slow.,1,Negative
FB17568,EMP17568,Sales,2024-03-02,"Poor work-life balance, too much overtime required.",1,Negative
FB17569,EMP17569,Marketing,2024-11-21,The compensation is below market average.,2,Negative
FB17570,EMP17570,Engineering,2024-01-31,Communication from leadership is very poor.,1,Negative
FB17571,EMP17571,Marketing,2024-10-02,"It's a standard job, nothing special to report.",3,Neutral
FB17572,EMP17572,HR,2025-03-26,The office environment is adequate.,3,Neutral
FB17573,EMP17573,Operations,2025-07-09,Lack of career progression and training.,1,Negative
FB17574,EMP17574,Operations,2024-05-22,I don't feel valued for the work I do.,2,Negative
FB17575,EMP17575,Customer Support,2025-04-25,"Steady work, but not very exciting.",3,Neutral
FB17576,EMP17576,Operations,2025-05-16,The new training program was very helpful.,5,Positive
FB17577,EMP17577,Customer Support,2024-07-19,The tools we use are outdated and slow.,2,Negative
FB17578,EMP17578,Finance,2024-11-10,The management is very supportive and I feel valued.,4,Positive
FB17579,EMP17579,Finance,2024-12-19,"The work is okay, typical corporate environment.",3,Neutral
FB17580,EMP17580,Operations,2025-04-19,The workload is too heavy and I feel burned out.,1,Negative
FB17581,EMP17581,HR,2025-12-20,The new training program was very helpful.,4,Positive
FB17582,EMP17582,Marketing,2024-07-24,Management doesn't listen to our concerns.,2,Negative
FB17583,EMP17583,Finance,2025-10-11,"The benefits are fine, but could be better.",3,Neutral
FB17584,EMP17584,HR,2024-10-17,Lack of career progression and training.,2,Negative
FB17585,EMP17585,HR,2025-03-10,I love the culture and the projects I am working on.,4,Positive
FB17586,EMP17586,Marketing,2025-11-19,The compensation is below market average.,2,Negative
FB17587,EMP17587,Customer Support,2024-11-19,"It's a standard job, nothing special to report.",3,Neutral
FB17588,EMP17588,IT,2024-05-29,"Management is alright, some good days and bad days.",3,Neutral
FB17589,EMP17589,Finance,2025-03-19,"I really enjoy working here, the team is great.",4,Positive
FB17590,EMP17590,Sales,2025-05-07,I feel very appreciated by my manager.,5,Positive
FB17591,EMP17591,Sales,2025-10-30,I love the culture and the projects I am working on.,4,Positive
FB17592,EMP17592,Marketing,2025-11-18,The office environment is adequate.,3,Neutral
FB17593,EMP17593,HR,2024-11-15,The new training program was very helpful.,5,Positive
FB17594,EMP17594,Engineering,2025-09-25,The workload is too heavy and I feel burned out.,1,Negative
FB17595,EMP17595,IT,2025-09-04,Average workplace experience overall.,3,Neutral
FB17596,EMP17596,Customer Support,2025-07-19,Communication from leadership is very poor.,2,Negative
FB17597,EMP17597,Marketing,2025-06-13,Communication from leadership is very poor.,2,Negative
FB17598,EMP17598,Engineering,2024-09-05,The office environment is adequate.,3,Neutral
FB17599,EMP17599,Marketing,2024-12-12,The management is very supportive and I feel valued.,4,Positive
FB17600,EMP17600,Finance,2024-04-02,"It's a standard job, nothing special to report.",3,Neutral
FB17601,EMP17601,Sales,2025-09-28,The compensation is below market average.,1,Negative
FB17602,EMP17602,HR,2025-09-07,I love the culture and the projects I am working on.,5,Positive
FB17603,EMP17603,Marketing,2024-05-07,"The work is okay, typical corporate environment.",3,Neutral
FB17604,EMP17604,Operations,2025-04-05,Lack of career progression and training.,2,Negative
FB17605,EMP17605,Finance,2025-03-28,"Management is alright, some good days and bad days.",3,Neutral
FB17606,EMP17606,Finance,2024-09-09,"Steady work, but not very exciting.",3,Neutral
FB17607,EMP17607,Operations,2025-04-22,The new training program was very helpful.,4,Positive
FB17608,EMP17608,Sales,2025-03-17,The management is very supportive and I feel valued.,4,Positive
FB17609,EMP17609,IT,2025-02-19,Management doesn't listen to our concerns.,1,Negative
FB17610,EMP17610,Customer Support,2024-01-15,Communication from leadership is very poor.,2,Negative
FB17611,EMP17611,Sales,2025-03-14,The management is very supportive and I feel valued.,5,Positive
FB17612,EMP17612,Customer Support,2024-06-18,"The benefits are fine, but could be better.",3,Neutral
FB17613,EMP17613,IT,2025-01-12,The compensation is below market average.,1,Negative
FB17614,EMP17614,Finance,2025-09-03,I feel very appreciated by my manager.,5,Positive
FB17615,EMP17615,Operations,2024-07-28,The new training program was very helpful.,5,Positive
FB17616,EMP17616,Finance,2025-04-14,"I really enjoy working here, the team is great.",4,Positive
FB17617,EMP17617,HR,2025-05-18,Collaborative environment and friendly colleagues.,5,Positive
FB17618,EMP17618,Marketing,2024-06-12,I love the culture and the projects I am working on.,4,Positive
FB17619,EMP17619,Customer Support,2024-10-20,Collaborative environment and friendly colleagues.,4,Positive
FB17620,EMP17620,HR,2024-11-22,Management doesn't listen to our concerns.,1,Negative
FB17621,EMP17621,IT,2025-04-05,I feel very appreciated by my manager.,5,Positive
FB17622,EMP17622,Finance,2024-10-15,The compensation is below market average.,2,Negative
FB17623,EMP17623,HR,2024-09-27,The workload is too heavy and I feel burned out.,2,Negative
FB17624,EMP17624,Operations,2024-04-30,"Management is alright, some good days and bad days.",3,Neutral
FB17625,EMP17625,IT,2024-12-24,I don't feel valued for the work I do.,1,Negative
FB17626,EMP17626,HR,2024-08-03,Great work-life balance and excellent benefits.,5,Positive
FB17627,EMP17627,IT,2025-09-20,I love the culture and the projects I am working on.,4,Positive
FB17628,EMP17628,Marketing,2025-01-19,The workload is too heavy and I feel burned out.,1,Negative
FB17629,EMP17629,Sales,2025-02-09,"Steady work, but not very exciting.",3,Neutral
FB17630,EMP17630,Marketing,2024-02-03,"Poor work-life balance, too much overtime required.",2,Negative
FB17631,EMP17631,Operations,2025-06-23,I don't feel valued for the work I do.,2,Negative
FB17632,EMP17632,Customer Support,2025-02-23,The tools we use are outdated and slow.,1,Negative
FB17633,EMP17633,Customer Support,2024-02-15,"Steady work, but not very exciting.",3,Neutral
FB17634,EMP17634,Marketing,2024-11-09,The workload is too heavy and I feel burned out.,2,Negative
FB17635,EMP17635,Operations,2025-06-06,Management doesn't listen to our concerns.,2,Negative
FB17636,EMP17636,IT,2025-09-03,I feel very appreciated by my manager.,4,Positive
FB17637,EMP17637,Marketing,2025-08-12,The new training program was very helpful.,5,Positive
FB17638,EMP17638,IT,2024-09-17,I feel very appreciated by my manager.,4,Positive
FB17639,EMP17639,Customer Support,2024-01-06,Management doesn't listen to our concerns.,1,Negative
FB17640,EMP17640,Engineering,2025-10-14,"The benefits are fine, but could be better.",3,Neutral
FB17641,EMP17641,Marketing,2024-03-19,Management doesn't listen to our concerns.,1,Negative
FB17642,EMP17642,HR,2025-07-26,Collaborative environment and friendly colleagues.,5,Positive
FB17643,EMP17643,Marketing,2025-01-10,I feel very appreciated by my manager.,5,Positive
FB17644,EMP17644,IT,2024-03-31,I love the culture and the projects I am working on.,5,Positive
FB17645,EMP17645,Customer Support,2024-10-27,I love the culture and the projects I am working on.,4,Positive
FB17646,EMP17646,Engineering,2025-08-15,I don't feel valued for the work I do.,2,Negative
FB17647,EMP17647,Customer Support,2025-03-11,"Just doing my daily tasks, things are normal.",3,Neutral
FB17648,EMP17648,Operations,2025-07-13,The compensation is below market average.,2,Negative
FB17649,EMP17649,Marketing,2025-04-15,I love the culture and the projects I am working on.,4,Positive
FB17650,EMP17650,Customer Support,2024-07-18,Lack of career progression and training.,1,Negative
FB17651,EMP17651,Operations,2025-02-06,"Steady work, but not very exciting.",3,Neutral
FB17652,EMP17652,HR,2025-07-10,The management is very supportive and I feel valued.,5,Positive
FB17653,EMP17653,HR,2025-12-20,Management doesn't listen to our concerns.,2,Negative
FB17654,EMP17654,Operations,2025-09-12,The office environment is adequate.,3,Neutral
FB17655,EMP17655,Engineering,2024-10-30,I feel very appreciated by my manager.,5,Positive
FB17656,EMP17656,Operations,2024-11-20,"Just doing my daily tasks, things are normal.",3,Neutral
FB17657,EMP17657,HR,2025-01-26,Lack of career progression and training.,2,Negative
FB17658,EMP17658,Operations,2024-03-29,Amazing opportunities for growth and learning.,5,Positive
FB17659,EMP17659,HR,2025-06-12,Amazing opportunities for growth and learning.,4,Positive
FB17660,EMP17660,Engineering,2025-09-12,"Poor work-life balance, too much overtime required.",1,Negative
